name,description,published,author,url,github_ind,github_url,downloads,stars,last_commit
ruin,"A (not yet exhaustive) collection of common models of risk
    processes in actuarial science, represented as formal S4 classes. Each class
    (risk model) has a simulator of its path, and a plotting function. Further, 
    a Monte-Carlo estimator of a ruin probability for a finite time is
    implemented, using a parallel computation. Currently, the package extends
    two classical risk models Cramer-Lundberg and Sparre Andersen models by
    including capital injections, that are positive jumps (see Breuer L. and
    Badescu A.L. (2014) <doi:10.1080/03461238.2011.636969>). The intent of the
    package is to provide a user-friendly interface for ruin processes'
    simulators, as well as a solid and extensible structure for future
    extensions.",2018-07-30,Iegor Rudnytskyi,http://github.com/irudnyts/ruin,TRUE,https://github.com/irudnyts/ruin,1256,0,1532953088
ruler,"Tools for creating data validation pipelines and tidy reports. This
    package offers a framework for exploring and validating data frame like
    objects using 'dplyr' grammar of data manipulation.",2019-02-15,Evgeni Chasnovski,"https://echasnovski.github.io/ruler/,
https://github.com/echasnovski/ruler",TRUE,https://github.com/echasnovski/ruler,4811,24,1550321965
runner,"Calculates running functions (a.k.a. windowed, rolling, cumulative) 
  with varying window size and missing handling options. Package brings also 
  running streak and running which, what extends beyond range of functions 
  already implemented in R packages.",2019-03-08,Dawid Kałędkowski,NA,TRUE,https://github.com/gogonzo/runner,1676,3,1552731122
runstats,"Provides methods for fast computation of running sample 
    statistics for time series. These include: (1) mean, (2) 
    standard deviation, and (3) variance over a fixed-length window 
    of time-series, (4) correlation, (5) covariance, and (6) 
    Euclidean distance (L2 norm) between short-time pattern and 
    time-series. Implemented methods utilize Convolution Theorem to 
    compute convolutions via Fast Fourier Transform (FFT).",2019-03-13,Marta Karas  (<https://orcid.org/0000-0001-5889-3970>),https://github.com/martakarass/runstats,TRUE,https://github.com/martakarass/runstats,244,0,1552685529
rusk,"By placing on a circle 10 points numbered from 1 to 10, and connecting them by a straight line to the point corresponding to its multiplication by 2. (1 must be connected to 1 * 2 = 2, point 2 must be set to 2 * 2 = 4, point 3 to 3 * 2 = 6 and so on). You will obtain an amazing geometric figure that complicates and beautifies itself by varying the number of points and the multiplication table you use.",2018-05-27,Vincent Guyader,https://github.com/ThinkR-open/rusk,TRUE,https://github.com/thinkr-open/rusk,2306,2,1539978669
rust,"Uses the generalized ratio-of-uniforms (RU) method to simulate
    from univariate and (low-dimensional) multivariate continuous distributions.
    The user specifies the log-density, up to an additive constant. The RU
    algorithm is applied after relocation of mode of the density to zero, and
    the user can choose a tuning parameter r. For details see Wakefield, Gelfand
    and Smith (1991) <DOI:10.1007/BF01889987>, Efficient generation of random
    variates via the ratio-of-uniforms method, Statistics and Computing (1991)
    1, 129-133.  A Box-Cox variable transformation can be used to make the input
    density suitable for the RU method and to improve efficiency.  In the
    multivariate case rotation of axes can also be used to improve efficiency.
    From version 1.2.0 the 'Rcpp' package 
    <https://cran.r-project.org/package=Rcpp> can be used to improve efficiency.",2019-02-10,Paul J. Northrop,http://github.com/paulnorthrop/rust,TRUE,https://github.com/paulnorthrop/rust,15060,0,1551462050
ruta,"Implementation of several unsupervised neural networks,
    from building their architecture to their training and evaluation. Available
    networks are auto-encoders including their main variants: sparse, contractive,
    denoising, robust and variational, as described in Charte et al. (2018)
    <doi:10.1016/j.inffus.2017.12.007>.",2019-03-18,David Charte  (<https://orcid.org/0000-0002-4830-9512>),https://github.com/fdavidcl/ruta,TRUE,https://github.com/fdavidcl/ruta,2015,24,1553251028
rv,"Implements a simulation-based random variable class and a suite of
  methods for extracting parts of random vectors, calculating extremes of random
  vectors, and generating random vectors under a variety of distributions 
  following Kerman and Gelman (2007) <doi:10.1007/s11222-007-9020-4>. ",2019-01-08,Jouni Kerman,https://github.com/jsta/rv,TRUE,https://github.com/jsta/rv,12718,1,1546957892
Rvcg,"Operations on triangular meshes based on 'VCGLIB'. This package
    integrates nicely with the R-package 'rgl' to render the meshes processed by
    'Rvcg'. The Visualization and Computer Graphics Library (VCG for short) is
    an open source portable C++ templated library for manipulation, processing
    and displaying with OpenGL of triangle and tetrahedral meshes. The library,
    composed by more than 100k lines of code, is released under the GPL license,
    and it is the base of most of the software tools of the Visual Computing Lab of
    the Italian National Research Council Institute ISTI <http://vcg.isti.cnr.it>,
    like 'metro' and 'MeshLab'. The 'VCGLIB' source is pulled from trunk
    <https://github.com/cnr-isti-vclab/vcglib> and patched to work with options
    determined by the configure script as well as to work with the header files
    included by 'RcppEigen'.",2018-09-28,Stefan Schlager,"http://github.com/zarquon42b/Rvcg, http://vcg.sf.net/",TRUE,https://github.com/zarquon42b/rvcg,30816,9,1547538518
rversions,"Query the main 'R' 'SVN' repository to find the
    versions 'r-release' and 'r-oldrel' refer to, and also all
    previous 'R' versions and their release dates.",2016-08-02,Gábor Csárdi,https://github.com/metacran/rversions,TRUE,https://github.com/metacran/rversions,725510,10,1553004342
rvertnet,"Retrieve, map and summarize data from the 'VertNet.org' 
    archives (<http://vertnet.org/>).  Functions allow searching by many 
    parameters, including 'taxonomic' names, places, and dates. In addition, 
    there is an interface for conducting spatially delimited searches, and 
    another for requesting large 'datasets' via email.",2018-04-17,Scott Chamberlain  (<https://orcid.org/0000-0003-1444-9135>),https://github.com/ropensci/rvertnet,TRUE,https://github.com/ropensci/rvertnet,36635,5,1540833036
rvest,"Wrappers around the 'xml2' and 'httr' packages to make it easy to
    download, then manipulate, HTML and XML.",2016-06-17,Hadley Wickham,https://github.com/hadley/rvest,TRUE,https://github.com/hadley/rvest,3024612,1045,1553881438
rvg,"Vector Graphics devices for Microsoft 
  PowerPoint and Excel. Functions extending package 'officer' are provided to 
  embed 'DrawingML' graphics into 'Microsoft PowerPoint' presentations and 
  'Microsoft Excel' workbooks.",2019-04-06,David Gohel,https://github.com/davidgohel/rvg,TRUE,https://github.com/davidgohel/rvg,162502,95,1554537952
rvinecopulib,"Provides an interface to 'vinecopulib', a C++ library for vine 
 copula modeling based on 'Boost' and 'Eigen'. The 'rvinecopulib' 
 package implements the core features of the popular 'VineCopula' package, in 
 particular inference algorithms for both vine copula and bivariate copula 
 models. Advantages over 'VineCopula' are a sleeker and more modern API, 
 improved performances, especially in high dimensions, nonparametric and 
 multi-parameter families. The 'rvinecopulib' package includes 'vinecopulib' as
 header-only C++ library (currently version 0.3.0). Thus 
 users do not need to install 'vinecopulib' itself in order to use 
 'rvinecopulib'. Since their initial releases, 'vinecopulib' is licensed under 
 the MIT License, and 'rvinecopulib' is licensed under the GNU GPL version 3.",2018-08-22,Thomas Nagler,NA,TRUE,https://github.com/vinecopulib/rvinecopulib,6240,4,1550069164
rwalkr,Provides API to Melbourne pedestrian data in tidy data form.,2018-12-13,Earo Wang  (<https://orcid.org/0000-0001-6448-5260>),http://pkg.earo.me/rwalkr,TRUE,https://github.com/earowang/rwalkr,7563,5,1544683362
rwavelet,"Perform wavelet analysis (orthogonal, translation invariant, tensorial, 1-2-3d transforms, thresholding, block thresholding, linear,...) with applications to data compression or denoising/regression. The core of the code is a port of 'MATLAB' Wavelab toolbox written by D. Donoho, A. Maleki and M. Shahram (<https://statweb.stanford.edu/~wavelab/>).",2019-03-14,F. Navarro and C. Chesneau,http://github.com/fabnavarro/rwavelet,TRUE,https://github.com/fabnavarro/rwavelet,1727,1,1553519237
RWDataPlyr,"A tool to read and manipulate data generated from 'RiverWare'(TM) 
    <http://www.riverware.org/> simulations. 'RiverWare' and 'RiverSMART' 
    generate data in ""rdf"", ""csv"", and ""nc"" format. This package provides an 
    interface to read, aggregate, and summarize data from one or more 
    simulations in a 'dplyr' pipeline.",2018-08-16,Alan Butler,https://github.com/BoulderCodeHub/RWDataPlyr,TRUE,https://github.com/bouldercodehub/rwdataplyr,1680,2,1550522178
rWind,Tools for download and manage surface wind data from the Global Forecasting System <https://www.ncdc.noaa.gov/data-access/model-data/model-datasets/global-forcast-system-gfs> and to compute wind connectivity between locations.,2018-11-29,Javier Fernández-López,http://allthiswasfield.blogspot.com.es/,TRUE,https://github.com/jabiologo/rwind,7172,9,1545330744
rwunderground,"Tools for getting historical weather information and forecasts 
    from wunderground.com. Historical weather and forecast data includes, but 
    is not limited to, temperature, humidity, windchill, wind speed, dew point, 
    heat index. Additionally, the weather underground weather API also includes 
    information on sunrise/sunset, tidal conditions, satellite/webcam imagery, 
    weather alerts, hurricane alerts and historical high/low temperatures.",2018-05-01,Alex Shum <alex@ALShum.com>,"https://github.com/ALShum/rwunderground,
http://www.wunderground.com/weather/api",TRUE,https://github.com/alshum/rwunderground,13067,64,1525191232
Rxnat,"Allows communication with Extensible Neuroimaging Archive Toolkit <https://www.xnat.org>. 
  'Rxnat' is using the 'XNAT' REST API to perform data queries and download images.",2019-03-29,Adi Gherman,NA,TRUE,https://github.com/adigherman/rxnat,64,0,1553284880
